dataset_scope,group,alpha,n,median_normalized_mountain_objective,q1_normalized_mountain_objective,q3_normalized_mountain_objective,median_normalized_centroid_gain,q1_normalized_centroid_gain,q3_normalized_centroid_gain,median_base_pair_f1,q1_base_pair_f1,q3_base_pair_f1,median_normalized_squared_mountain_distance,q1_normalized_squared_mountain_distance,q3_normalized_squared_mountain_distance,median_predicted_pair_count,q1_predicted_pair_count,q3_predicted_pair_count,median_median_selected_pair_bpp,q1_median_selected_pair_bpp,q3_median_selected_pair_bpp,median_fraction_selected_pair_bpp_below_0.01,q1_fraction_selected_pair_bpp_below_0.01,q3_fraction_selected_pair_bpp_below_0.01,median_hybrid_seconds,q1_hybrid_seconds,q3_hybrid_seconds,fraction_records_with_any_selected_pair_bpp_below_0.01
all,SRP,0.23076923076923075,407,0.0003985545140050931,0.00012858822439782244,0.001150523328547615,0.45849892957477284,0.371460196731349,0.5461390156607048,0.6408839779005525,0.32954545454545453,0.7922660190547357,0.007126990003702332,0.001826977294848848,0.034423685983313974,75.0,34.0,90.0,0.9423203604331777,0.8499710725214135,0.9770676781171228,0.0,0.0,0.0,0.692492755,0.009843454,0.9923808325,0.0
all,SRP,0.5,407,0.0005214768507842921,0.00016243869259224163,0.002069046497135701,0.4599770108570425,0.37274176135548287,0.5462623100551649,0.6405228758169934,0.32839876993492095,0.7832459716559892,0.008193417181147293,0.0019755746138261547,0.03719148080070963,74.0,34.0,90.0,0.9457610067389502,0.8501679173356409,0.9778169145053915,0.0,0.0,0.0,0.696319596,0.0098245855,0.980809213,0.0
all,SRP,0.75,407,0.0006376643130271605,0.0001952490546487604,0.002240083501465741,0.4599770108570425,0.37370981626068206,0.5462623100551649,0.6358381502890174,0.32839876993492095,0.7817141089108911,0.008375072801397787,0.002031728563572904,0.03873205734334373,70.0,34.0,90.0,0.9460991277099366,0.8547898251944321,0.978024766229459,0.0,0.0,0.0,0.694610079,0.0098545755,0.9829115415,0.0
all,SRP,0.9090909090909091,407,0.0006976917343068344,0.000197458413452178,0.002316267199214905,0.4599770108570425,0.37370981626068206,0.5462623100551649,0.6355140186915887,0.32839876993492095,0.7804555084745763,0.008609944099163224,0.002090876859127018,0.04040645993436254,69.0,34.0,90.0,0.9473379055674183,0.8608007400493775,0.9780940632108698,0.0,0.0,0.0,0.699081517,0.0098748915,0.9856626835,0.0
all,SRP,1.0,407,0.0007028642897168583,0.000197458413452178,0.002316267199214905,0.4599770108570425,0.37370981626068206,0.5462623100551649,0.6355140186915887,0.32839876993492095,0.783946251768034,0.008609944099163224,0.002090876859127018,0.042345520456492494,69.0,34.0,90.0,0.947552677323909,0.8630665285521439,0.9780940632108698,0.0,0.0,0.0,0.694371326,0.009925197,1.002871194,0.0
all,group_I_intron,0.0,83,1.811212651426237e-05,1.5050882636649837e-05,2.6436299290746807e-05,0.1875855016226548,0.09174972923251346,0.3358033148438614,0.5040650406504065,0.3973684210526316,0.5833237800450914,0.0036468746786705816,0.0012764905986687042,0.008940122637177092,71.0,61.0,77.5,0.910816371813084,0.8408336869361348,0.9462573388364928,0.18571428571428572,0.09026870007262164,0.2844606164383562,0.62480104,0.3848652045,0.9083442115,0.9879518072289156
all,group_I_intron,9.999000099990002e-05,83,2.0763015965077714e-05,1.668831792838539e-05,3.0019408332059465e-05,0.28764698573893754,0.1859205093506467,0.4158272809108471,0.5512820512820513,0.48296927064050355,0.6241594022415939,0.00371313994538828,0.0012912601954223782,0.008813691162616499,71.0,61.5,77.5,0.9193371502894612,0.8632422764519837,0.9540089411536966,0.058823529411764705,0.025974025974025976,0.14925373134328357,0.64176926,0.375809667,0.905958762,0.9156626506024096
all,group_I_intron,0.0002999100269919024,83,2.5418409748474523e-05,1.906967432314422e-05,3.581431454257349e-05,0.33452142442952393,0.2276157237933838,0.4213109090990776,0.5512820512820513,0.5125,0.6389248925574732,0.0037211161145568805,0.0013074234796560899,0.008818683387503534,73.0,63.5,79.0,0.9167302714116286,0.8694278836947502,0.9536105374023885,0.04819277108433735,0.012987012987012988,0.09090909090909091,0.629504854,0.396580326,0.8862435415000001,0.8795180722891566
all,group_I_intron,0.0009990009990009992,83,3.780062132856621e-05,2.5817031640900797e-05,5.184519820403646e-05,0.3429708937559733,0.25513184557528934,0.4317988090870868,0.576271186440678,0.5051253378063554,0.6523668639053255,0.003843385469626515,0.0013194906325763435,0.008982430172614422,72.0,64.0,81.5,0.9164597407253976,0.8501694125420363,0.9530032480492192,0.01818181818181818,0.01162947937795808,0.05676328502415459,0.602867308,0.3904715875,0.85110823,0.8313253012048193
all,group_I_intron,0.0029910269192422734,83,6.0316034971147746e-05,3.8206516016968555e-05,8.315183221968119e-05,0.3647912702618586,0.2785214640274769,0.4414159350236344,0.5864661654135338,0.5051253378063554,0.6521104536489152,0.0036491596878677436,0.0014323347276914413,0.00930952723858737,74.0,65.0,81.5,0.9135981773666251,0.8574292010336202,0.9504069462592913,0.011904761904761904,0.0,0.02817460317460317,0.610136732,0.37963939,0.8731463575,0.5542168674698795
all,group_I_intron,0.009900990099009901,83,0.00010542363262131738,6.00515274050535e-05,0.00016421714442012238,0.37088947331435207,0.30087188237051166,0.44641796222137115,0.5945945945945946,0.5,0.6576576576576576,0.004226967628649919,0.001380468376828909,0.009068848519258394,75.0,65.5,82.0,0.9135981773666251,0.8465566182321405,0.9504069462592913,0.0,0.0,0.015640273704789834,0.600361051,0.37375185,0.8562390695,0.3373493975903614
all,group_I_intron,0.029126213592233007,83,0.0001851758373912219,0.00010753132137814587,0.00034154039795605704,0.3779494498430052,0.3123772384085053,0.4485594646681042,0.5986394557823129,0.5062982207526374,0.6598639455782312,0.004266302894131493,0.0013783498342626287,0.009211720486185113,73.0,65.5,81.5,0.9098917749697691,0.8530777405808727,0.9530032480492192,0.0,0.0,0.0,0.599950311,0.3791010005,0.8524956035,0.08433734939759036
all,group_I_intron,0.09090909090909091,83,0.0003840558957614601,0.0001503873299407701,0.0006255969092996746,0.38189893635511585,0.31973212918988436,0.4534823707236026,0.6016260162601627,0.5095076739087103,0.6597924544894909,0.004332467154704729,0.001583476504829599,0.008927303331155824,73.0,65.0,80.0,0.9190686431745049,0.8527556685123759,0.9530032480492192,0.0,0.0,0.0,0.60383537,0.37802297949999997,0.843191818,0.012048192771084338
all,group_I_intron,0.23076923076923075,83,0.0004674064904429163,0.000176703975411348,0.0011900085840690947,0.38189893635511585,0.32250848880560723,0.4534823707236026,0.6065573770491803,0.5157679738562091,0.6943176052765094,0.004090329914294919,0.001681570209538935,0.009596187414702532,72.0,63.0,80.0,0.9199369322465645,0.8530777405808727,0.9530032480492192,0.0,0.0,0.0,0.590120437,0.368044194,0.8368017830000001,0.0
all,group_I_intron,0.5,83,0.0005976271888848942,0.00019876435998092358,0.002123827141283111,0.38198279398612933,0.33124635542344677,0.4534823707236026,0.6111111111111112,0.517550505050505,0.6999387630128597,0.004084099432936642,0.0018637734609047967,0.010917061558978033,71.0,63.0,79.0,0.9199369322465645,0.8684638475405119,0.9530032480492192,0.0,0.0,0.0,0.585196005,0.36003774600000005,0.808546821,0.0
all,group_I_intron,0.75,83,0.0006752001760715858,0.00019876435998092358,0.0023466187607782815,0.38214658424384573,0.33124635542344677,0.4534823707236026,0.6115702479338843,0.5193789070377093,0.7002139418791229,0.004642232653722309,0.0018957377450564787,0.011767615276948588,71.0,63.0,78.0,0.9218084784417454,0.8709603762044211,0.9530032480492192,0.0,0.0,0.0,0.578276344,0.357596692,0.820146657,0.0
all,group_I_intron,0.9090909090909091,83,0.0006752001760715858,0.00019876435998092358,0.002709196972593303,0.38214658424384573,0.33124635542344677,0.4534823707236026,0.6115702479338843,0.5193789070377093,0.7002139418791229,0.004707121786767804,0.0018957377450564787,0.011767615276948588,71.0,63.0,78.0,0.9218084784417454,0.8709603762044211,0.9530032480492192,0.0,0.0,0.0,0.574036344,0.3728677025,0.8207935255000001,0.0
all,group_I_intron,1.0,83,0.0006752001760715858,0.0002919153529368613,0.003070166590662047,0.38214658424384573,0.33124635542344677,0.4534823707236026,0.6115702479338843,0.5193789070377093,0.7002139418791229,0.004793747410233329,0.0018957377450564787,0.012100258250770664,70.0,63.0,78.0,0.9241555731781812,0.8709603762044211,0.9530032480492192,0.0,0.0,0.0,0.59945086,0.3777562945,0.83006208,0.0
all,tRNA,0.0,9234,0.00017485953213253219,0.00012409361451593714,0.00023149409632451724,0.2674737482916149,0.08233412605110439,0.43737107003333264,0.5652173913043478,0.43478260869565216,0.7391304347826086,0.007428789348737181,0.0020362828582006663,0.02969124655871644,21.0,20.0,23.0,0.9237063706598844,0.7925846955982639,0.971556588981017,0.125,0.041666666666666664,0.2727272727272727,0.003036453,0.0027551825000000003,0.0035962399999999997,0.7830842538444878
all,tRNA,9.999000099990002e-05,9234,0.00017559924396645085,0.00012517026942346522,0.00023271140672863198,0.2890472528264253,0.1062416008524591,0.4591108540026685,0.5714285714285714,0.4444444444444444,0.75,0.007431562374403093,0.001998001998001998,0.02969124655871644,21.0,20.0,23.0,0.9257614747783338,0.8063248407660863,0.9716924067776553,0.1,0.0,0.25,0.002803088,0.002533018,0.00343160775,0.719406541043968
all,tRNA,0.0002999100269919024,9234,0.0001799764287509636,0.0001286406952095861,0.0002377877045673301,0.31914738798206743,0.13390280925900835,0.4759310329734926,0.5853658536585366,0.46808510638297873,0.7619047619047619,0.007511737089201878,0.001973239938021556,0.02969124655871644,21.0,20.0,23.0,0.9262982978350204,0.8239487476708864,0.9718613800343001,0.07692307692307693,0.0,0.21052631578947367,0.002794921,0.00252351125,0.00359803075,0.6599523500108295
all,tRNA,0.0009990009990009992,9234,0.00019830790298972758,0.00013682758051764931,0.00026781464272964024,0.36137694214720195,0.1882821639094047,0.49233405460749935,0.6086956521739131,0.4897959183673469,0.7906976744186046,0.007528076021226706,0.0019128717758854746,0.029805795669051942,22.0,20.0,24.0,0.9271081063466112,0.8303973723156276,0.9720107934820488,0.043478260869565216,0.0,0.14285714285714285,0.0027922965000000003,0.0025180475,0.00378068375,0.5403941953649556
all,tRNA,0.0029910269192422734,9234,0.0002378136840881987,0.00015574245488687703,0.00034614243785304117,0.3898337301560423,0.24133856515831834,0.4999703262626563,0.64,0.5116279069767442,0.8163265306122449,0.00748810901144106,0.0018820190053066765,0.030016873390367366,22.0,20.0,24.0,0.9256287433591199,0.8316923496243548,0.9713535072925987,0.0,0.0,0.05263157894736842,0.0027953655,0.0025151252500000003,0.003857648,0.3807667316439246
all,tRNA,0.009900990099009901,9234,0.00032179196508310093,0.0001831393287047666,0.0005422100042488595,0.4067204326464548,0.28287417124421954,0.5042210704947983,0.6666666666666666,0.5217391304347826,0.84,0.007563248179686536,0.0017489205880745478,0.030210287884862227,22.0,20.0,24.0,0.9205183024730014,0.8245131227347091,0.9697234347314461,0.0,0.0,0.0,0.002796748,0.00251250525,0.0038977385,0.19211609270088803
all,tRNA,0.029126213592233007,9234,0.0004552481338889446,0.00022135335758079723,0.0008499225607656425,0.41517919563637556,0.30024197436657407,0.5076226903342042,0.6842105263157895,0.5263157894736842,0.8691550451189499,0.007568576618749915,0.00157736999842263,0.03096775164435871,22.0,21.0,24.0,0.9182009517225622,0.8177554734576903,0.9688088657082519,0.0,0.0,0.0,0.002799692,0.00251141575,0.003891877,0.07688975525232836
all,tRNA,0.09090909090909091,9234,0.0007088162062648984,0.0002727170083321183,0.0015329174279988167,0.42104381792404744,0.31494717880002493,0.5096885388608893,0.7,0.5333333333333333,0.8837209302325582,0.00781039745802908,0.0012530927385821632,0.030667653955325187,22.0,21.0,24.0,0.9206182858245011,0.8171436134805175,0.9687675283490572,0.0,0.0,0.0,0.0027989514999999998,0.002512752,0.00387825175,0.016352609919861382
all,tRNA,0.23076923076923075,9234,0.0009988965571700536,0.0003092083183781293,0.0025351602011787337,0.42370930612253854,0.324565828659962,0.5102317410405062,0.72,0.5333333333333333,0.9,0.007439928492560072,0.0012267328608099152,0.03012953838172521,22.0,20.0,24.0,0.9232322388802445,0.8194212603754272,0.9700720247751063,0.0,0.0,0.0,0.0027947709999999997,0.0025089235000000003,0.00385180425,0.0
all,tRNA,0.5,9234,0.0012620311181815785,0.0003377604192874525,0.004212049839711737,0.4249088392890163,0.32866413969421626,0.5104755241045923,0.7272727272727273,0.5333333333333333,0.8979591836734694,0.007520246818357115,0.0013489697787254411,0.028088541436453632,22.0,20.0,24.0,0.9257071217923154,0.828159371493457,0.9723185266381487,0.0,0.0,0.0,0.0027913994999999997,0.002507439,0.00383485575,0.0
all,tRNA,0.75,9234,0.0013959660394011828,0.00035240720516193215,0.005239026716182942,0.4250482855947567,0.32906840495840245,0.5104755241045923,0.7272727272727273,0.5333333333333333,0.8947368421052632,0.007841624887517676,0.0015658051632248377,0.026519444987297244,22.0,20.0,24.0,0.928461955395307,0.8366575308207069,0.9732868278080629,0.0,0.0,0.0,0.0027860305,0.00250878125,0.0037902630000000003,0.0
all,tRNA,0.9090909090909091,9234,0.0014595395835622228,0.00035615770718153,0.005946454573425612,0.42511136204096156,0.32906840495840245,0.5104755241045923,0.7272727272727273,0.5333333333333333,0.8947368421052632,0.007939428992060571,0.0016456841932033243,0.025562326972898838,22.0,20.0,24.0,0.9295770603662067,0.8406336865556561,0.974427780374672,0.0,0.0,0.0,0.002781504,0.002504544,0.00378272375,0.0
all,tRNA,1.0,9234,0.0014930684272571595,0.00035900482546814784,0.006304216856943508,0.42511473408910416,0.32906840495840245,0.5104755241045923,0.7272727272727273,0.5333333333333333,0.8947368421052632,0.007939428992060571,0.0016500711237553342,0.025628311772890086,22.0,20.0,24.0,0.9302181508630125,0.8425062490662607,0.9749035854988638,0.0,0.0,0.0,0.0027808345,0.0025015,0.003795068,0.0
all,tmRNA,0.0,10,1.5856613301737187e-05,1.4160072312240251e-05,1.9183831818175174e-05,0.21014150181964109,0.029345537684059196,0.22621419807498389,0.3888888888888889,0.3225539414654988,0.5087719298245614,0.014686333074685698,0.0065535558112184405,0.03308349780040165,69.0,57.75,72.0,0.9071578741493116,0.7542965905317096,0.9476430714707476,0.16363636363636364,0.1447072072072072,0.3375286041189931,0.6395655835,0.3489812295,0.85815911175,0.9
all,tmRNA,9.999000099990002e-05,10,1.9072754936848156e-05,1.488334181860471e-05,2.120640984989452e-05,0.2585960463384144,0.1213764539405919,0.26479763641176923,0.3888888888888889,0.3386021505376344,0.5263157894736842,0.014720495173482555,0.006581025756449744,0.033303705667896616,68.0,57.75,72.0,0.9071578741493116,0.7636966377052834,0.9485439174999689,0.10909090909090909,0.06531531531531531,0.20647058823529413,0.6302683675,0.34777212199999996,0.85479854575,0.9
all,tmRNA,0.0002999100269919024,10,2.7014922804521934e-05,1.7417760332444702e-05,2.775575288341723e-05,0.27433650862855397,0.1612545831060509,0.2979145645105641,0.4121461187214612,0.344675209898365,0.5263157894736842,0.014856415667584073,0.006676376871539786,0.03317549816006643,69.0,58.5,72.0,0.9062482802528518,0.7617075385411295,0.9485439174999689,0.05357142857142857,0.041666666666666664,0.13869565217391305,0.6217233395,0.346424395,0.8474878195,0.8
all,tmRNA,0.0009990009990009992,10,3.779495516500616e-05,2.1475892956416624e-05,4.6611586434837e-05,0.29388284740264115,0.19222815752495706,0.3231412837407214,0.4013157894736842,0.3386842105263158,0.5263157894736842,0.015128432250734385,0.006733220476085749,0.03300983114714913,70.0,61.0,72.0,0.9043694405696712,0.7819824993559426,0.9487344822854252,0.01694915254237288,0.013888888888888888,0.07142857142857142,0.619451721,0.34677611399999997,0.8449295525,0.8
all,tmRNA,0.0029910269192422734,10,6.319746504920059e-05,4.7681177343419e-05,8.767817557862919e-05,0.31586822480942245,0.22425524042062256,0.3288156432345987,0.4001032080502279,0.3317775974025974,0.5357142857142857,0.015285940075922062,0.00692730033183582,0.03256674559755188,70.0,62.5,72.0,0.8903727013169354,0.762760552263519,0.9495592468752925,0.0,0.0,0.016666666666666666,0.618074835,0.346979682,0.84367673475,0.4
all,tmRNA,0.009900990099009901,10,0.00011078656223973401,7.367366323847588e-05,0.0001570317591845976,0.322554420011229,0.23395012957437678,0.3347380245971313,0.3921736158578264,0.3354978354978355,0.5555555555555556,0.014895414280309568,0.007034161621607977,0.032872656272169024,67.0,61.5,70.0,0.890335107838123,0.7830731065571445,0.9564184142277965,0.0,0.0,0.0,0.6177901595,0.34880064125,0.837696464,0.1
all,tmRNA,0.029126213592233007,10,0.00020517429626890115,0.00014747175502579418,0.0003512711788722368,0.3311139586958716,0.24159650830968615,0.3418002032680855,0.38967611336032393,0.3342490842490842,0.5648791790797749,0.016602046567605895,0.007594360073722033,0.03196543629112946,66.0,61.75,69.0,0.8824194495093969,0.797438732522253,0.9600308003197756,0.0,0.0,0.0,0.62337832,0.34512134575,0.819650652,0.1
all,tmRNA,0.09090909090909091,10,0.00048651388611270713,0.00018493270791905786,0.0007439688039017139,0.33539330754098684,0.24601220296475348,0.3523075688202702,0.4026664342976647,0.3386842105263158,0.5730431848852902,0.01777747078969276,0.006871359973635643,0.030523990208158512,64.5,59.75,67.0,0.9043694405696712,0.8315265541451634,0.9612771533555244,0.0,0.0,0.0,0.6253701955000001,0.34905202325,0.8167961579999999,0.0
all,tmRNA,0.23076923076923075,10,0.0007382824808872098,0.000499270920601207,0.0007785269063703491,0.33663155475313333,0.24681327910270956,0.35860916471850635,0.4108843537414966,0.34,0.57428522804629,0.017062377215994053,0.006882316929841907,0.0325106576386191,63.5,59.0,66.5,0.9051201445942608,0.8355770366130048,0.9634743747172038,0.0,0.0,0.0,0.6316465605,0.34378345925000003,0.819481664,0.0
all,tmRNA,0.5,10,0.0019198967831364172,0.0008240762309532977,0.0024530871450716973,0.338043629627713,0.24888247574500033,0.35931520215579615,0.4163638057962911,0.3486413653716595,0.5768364518364518,0.014860994420143346,0.007281384374893474,0.031356163835484015,61.0,57.0,63.5,0.9062482802528518,0.8440839511028528,0.9634881277241725,0.0,0.0,0.0,0.625478729,0.3460602695,0.81695926675,0.0
all,tmRNA,0.75,10,0.002075574617176363,0.0010422155409712678,0.003617582791906433,0.338043629627713,0.25039784670951565,0.35931520215579615,0.4163638057962911,0.35697701416299044,0.5769230769230769,0.01402410468793717,0.007883529990406576,0.03029655993397647,58.0,56.0,62.0,0.9062482802528518,0.859371672894432,0.9635144112247079,0.0,0.0,0.0,0.6394011150000001,0.34700855524999996,0.81761435975,0.0
all,tmRNA,0.9090909090909091,10,0.002362807846590211,0.0010422155409712678,0.004053031868476649,0.338043629627713,0.2507470282471231,0.35931520215579615,0.4163638057962911,0.35697701416299044,0.5769230769230769,0.013548106171062443,0.008583192516155424,0.03029655993397647,58.0,53.75,62.0,0.9062482802528518,0.8783235851905958,0.964030655760929,0.0,0.0,0.0,0.6302247114999999,0.34535726775,0.817651115,0.0
all,tmRNA,1.0,10,0.002362807846590211,0.0010422155409712678,0.005837198752430674,0.338043629627713,0.2511155756523197,0.35931520215579615,0.4163638057962911,0.3613604156825697,0.5769230769230769,0.021358617810341762,0.00897688825882157,0.030842866457443427,57.0,49.25,62.0,0.907044923092136,0.9062482802528518,0.964030655760929,0.0,0.0,0.0,0.63680722,0.345528533,0.81763434725,0.0
deduplicated,all_families,0.0,16222,0.0001100430173719666,7.52814758310867e-05,0.00016710342101409776,0.22874109740606557,0.023102796342923,0.41784925419668717,0.5396825396825397,0.34146341463414637,0.7441860465116279,0.006066432020866869,0.0016597312427738807,0.020288182487757413,28.0,22.0,34.0,0.9002189628965342,0.6717622280547086,0.9682620500800699,0.14285714285714285,0.03333333333333333,0.32,0.014645739500000001,0.003204897,0.0182442325,0.8056343237578597
deduplicated,all_families,9.999000099990002e-05,16222,0.00011160737815457987,7.6692792622041e-05,0.00016827163399447533,0.269951509321566,0.06024794655365627,0.44913109165193527,0.5581395348837209,0.3548387096774194,0.7619047619047619,0.006053803978993926,0.001659397521141648,0.020329917206837536,28.0,22.0,35.0,0.907080047466104,0.7273412391836959,0.9689256521777132,0.1,0.0,0.27962025316455696,0.013898985499999999,0.0029682215,0.017415713,0.7220441375909259
deduplicated,all_families,0.0002999100269919024,16222,0.00011904328982294152,8.02272074053299e-05,0.0001750634266601895,0.3091454218484632,0.09918272739926146,0.46519509921168245,0.5714285714285714,0.3684210526315789,0.7733333333333333,0.006047143033444403,0.0016597823421792188,0.020424419450448667,28.0,22.0,35.0,0.908753976580124,0.7614415239735588,0.9691010812171299,0.06060606060606061,0.0,0.22727272727272727,0.013843823,0.0029643507499999997,0.0173660175,0.6518308469979041
deduplicated,all_families,0.0009990009990009992,16222,0.00014033389690450696,8.968730730211284e-05,0.0002048911134430915,0.3500775639447221,0.16543745302546178,0.4787744080984118,0.6,0.39344262295081966,0.7906976744186046,0.006130071390191593,0.0016505280159057494,0.02053727103033556,28.0,22.0,35.0,0.9094418420780666,0.7822151381903387,0.9688004330645725,0.02857142857142857,0.0,0.14285714285714285,0.013847383,0.00296875425,0.0173823725,0.5251510294661571
deduplicated,all_families,0.0029910269192422734,16222,0.00018067795035479214,0.0001046695568313382,0.0002853658848391582,0.37407946036964523,0.21894658151907648,0.4861685138999754,0.631578947368421,0.42633879781420764,0.8095238095238095,0.00616398032254656,0.001663569704839764,0.02088479722693266,29.0,22.0,35.0,0.9075008599779115,0.7867368920454013,0.968547194303092,0.0,0.0,0.05,0.013846011,0.0029768340000000003,0.01736952575,0.3698680803846628
deduplicated,all_families,0.009900990099009901,16222,0.00025177909366030644,0.00012958839926541528,0.0004578645534063582,0.38774077526899664,0.25567148008268026,0.49195966876239394,0.6571428571428571,0.4507042253521127,0.821917808219178,0.006331147962463041,0.0017016248294569728,0.0214584380244432,29.0,23.0,35.0,0.9042680538740534,0.785307652156901,0.9680498940311877,0.0,0.0,0.0,0.013851089,0.00298459025,0.0173731385,0.1912834422389348
deduplicated,all_families,0.029126213592233007,16222,0.00036151791762573614,0.00016835165658921018,0.0007406932153162698,0.3952160185001575,0.2733001977400502,0.49463704688866034,0.6785714285714286,0.463768115942029,0.8307692307692308,0.0062904302204954375,0.001666429283577838,0.02207615299301575,29.0,23.0,35.0,0.9027449443114199,0.781203421683542,0.9678031159365524,0.0,0.0,0.0,0.0138437735,0.00298368425,0.0173882365,0.07317223523609913
deduplicated,all_families,0.09090909090909091,16222,0.0005605513628312924,0.00022021645533961927,0.0013621129734370878,0.39978990003753384,0.2857564562062435,0.4963907301853355,0.6923076923076923,0.47058823529411764,0.8372093023255814,0.0063025210084033615,0.0016295909111872953,0.02282310036765527,29.0,23.0,35.0,0.9040932982910552,0.7831827803555229,0.9679614457230908,0.0,0.0,0.0,0.013850352,0.0029822325,0.017378284,0.0117741338922451
deduplicated,all_families,0.23076923076923075,16222,0.0008003721075630417,0.00026535507590934933,0.00229671829140749,0.40206438432698877,0.2923877864053819,0.49710677877378157,0.6984126984126984,0.476545842217484,0.8387096774193549,0.006509044295684376,0.0017236870324272456,0.022821035769398364,29.0,23.0,35.0,0.907893882604812,0.7903670693454403,0.9685332694583035,0.0,0.0,0.0,0.013840347499999999,0.0029771892499999997,0.01736094225,6.164468006411046e-05
deduplicated,all_families,0.5,16222,0.0010712422351438486,0.0003030669507414017,0.0036589690773644766,0.40310791189442663,0.29625514521244367,0.4974220458716797,0.7027027027027027,0.4782608695652174,0.8405797101449275,0.007128645765812044,0.0018765569145175465,0.023499693255323872,28.0,22.0,35.0,0.9129632843761174,0.8008130936530825,0.9700217018914865,0.0,0.0,0.0,0.013843788,0.002972452,0.01732056425,0.0
deduplicated,all_families,0.75,16222,0.0011874715932899168,0.00032524861179902126,0.004686860208680229,0.40313678727785973,0.29709299814164536,0.4974563600876004,0.7027027027027027,0.4788732394366197,0.8405797101449275,0.007436314141707352,0.0018817670760037973,0.02429174720299026,27.0,22.0,35.0,0.9169606710472428,0.8095154767850093,0.9714484954706419,0.0,0.0,0.0,0.0138346895,0.00296898275,0.01732117775,0.0
deduplicated,all_families,0.9090909090909091,16222,0.0012506425449274688,0.0003335554990588322,0.005324176957385501,0.4032087714064477,0.2974479071622043,0.4974563600876004,0.7037037037037037,0.4782608695652174,0.8387096774193549,0.007678757040970999,0.0019382528035442337,0.024825523429710866,27.0,22.0,35.0,0.919659431656076,0.814743623133736,0.9725280822152806,0.0,0.0,0.0,0.013827447,0.00296731975,0.01731173575,0.0
deduplicated,all_families,1.0,16222,0.0012886776930020457,0.0003364818852861518,0.005641321009914176,0.4032087714064477,0.2974479071622043,0.4974563600876004,0.7027027027027027,0.4782608695652174,0.8387096774193549,0.00781958663469186,0.0019543411920719808,0.025384650990495757,27.0,22.0,35.0,0.9209870352116439,0.8181781618328586,0.9729907325644358,0.0,0.0,0.0,0.013826097,0.00296184625,0.017290398,0.0
deduplicated,16S_rRNA,0.0,142,2.1569885303047752e-05,1.772730304814657e-05,2.9666668901903017e-05,0.1531300068570723,0.028999928411446163,0.26989627981610576,0.4599455570678592,0.3535817011368306,0.6104974602918649,0.005186258479260027,0.0016635036100195724,0.018494851185688447,70.0,63.0,76.0,0.8494140628887388,0.7209315404852534,0.929985692938742,0.19707639778062314,0.11202185792349727,0.34065638450502156,0.571455243,0.42016229475,0.7144905460000001,0.9647887323943662
deduplicated,16S_rRNA,9.999000099990002e-05,142,2.5415107916854882e-05,2.011232818075332e-05,3.411398394046477e-05,0.27418878245792333,0.14646631390780035,0.35985746969063237,0.5822072072072072,0.408033728687917,0.6946636925188744,0.005199947981747643,0.0016265003496528413,0.01839117352316431,70.0,62.25,76.0,0.873624026718354,0.8243060061247374,0.9373726584581202,0.08384074941451991,0.0390892002734108,0.19718309859154928,0.566664364,0.42086765025,0.69399601775,0.9225352112676056
deduplicated,16S_rRNA,0.0002999100269919024,142,3.18435313476717e-05,2.4438258966692544e-05,4.344534965197765e-05,0.3199233059135841,0.21558941288241046,0.38235368786442225,0.6051525873507297,0.45242440041710114,0.7058823529411765,0.005177689270956579,0.001618891213662028,0.01826558411399752,70.5,63.0,77.0,0.8706881182637232,0.8198395114647052,0.9345709508044504,0.04124149659863945,0.01355979266938171,0.11129275653923541,0.5605531015,0.41551543049999995,0.693847118,0.8169014084507042
deduplicated,16S_rRNA,0.0009990009990009992,142,4.782105173187067e-05,3.269374614134564e-05,6.727319769008298e-05,0.3453645036574683,0.24787349922939564,0.39688890007441785,0.6164383561643836,0.47799609573926327,0.7177068214804063,0.005248551835327927,0.0016346446875881054,0.018306697285128532,71.0,64.0,77.0,0.8724517884169332,0.826749475399698,0.9321479181839095,0.014492753623188406,0.0,0.046784156976744186,0.5655809334999999,0.40791058700000005,0.6754152935,0.6549295774647887
deduplicated,16S_rRNA,0.0029910269192422734,142,7.312268631713623e-05,4.84795237147298e-05,0.00010118019899110722,0.3572888425908308,0.2644378603966253,0.40732186956077737,0.6404826081375947,0.5007309941520468,0.726099706744868,0.00528624179475084,0.0016676857335415343,0.018171314404465882,72.0,64.25,78.0,0.8692092129547062,0.8168383590631002,0.9321076475840144,0.0,0.0,0.014084507042253521,0.557125621,0.40613385225,0.66531419275,0.4084507042253521
deduplicated,16S_rRNA,0.009900990099009901,142,0.00011146922039698571,7.899249539799569e-05,0.00018287090802969453,0.36645324983351435,0.28118829161859876,0.4116491840597983,0.6572682926829269,0.507494262765347,0.7345118649466476,0.005122469053541869,0.0015498189517043472,0.018057307743604277,72.0,64.25,79.0,0.8654178493304989,0.8162239723008541,0.9321368122968822,0.0,0.0,0.0,0.5509495445,0.3979915585,0.6666728015,0.19718309859154928
deduplicated,16S_rRNA,0.029126213592233007,142,0.00023412077139378342,0.00011609849696846536,0.0003493310846781575,0.3718172300918626,0.28991387453644873,0.41536399078001623,0.6639784946236559,0.5039370078740157,0.736,0.004895009581840464,0.0015368229888510353,0.017768399764548675,73.0,64.0,79.0,0.8668721533101549,0.8125701468296617,0.9323555652914142,0.0,0.0,0.0,0.5568179465,0.40739858575,0.6725428232499999,0.06338028169014084
