dataset_scope,group,alpha,endpoint_alpha,n,median_delta_base_pair_f1,q1_delta_base_pair_f1,q3_delta_base_pair_f1,fraction_higher_base_pair_f1,fraction_equal_base_pair_f1,median_delta_nmsmd,q1_delta_nmsmd,q3_delta_nmsmd,fraction_lower_nmsmd,fraction_equal_nmsmd,median_delta_normalized_mountain_objective,q1_delta_normalized_mountain_objective,q3_delta_normalized_mountain_objective,median_delta_normalized_centroid_gain,q1_delta_normalized_centroid_gain,q3_delta_normalized_centroid_gain,median_delta_fraction_selected_pair_bpp_below_0.01,q1_delta_fraction_selected_pair_bpp_below_0.01,q3_delta_fraction_selected_pair_bpp_below_0.01,fraction_identical_to_endpoint
all,5S_rRNA,0.029126213592233007,1.0,11302,0.0,-0.014324845755223262,0.012422360248447228,0.3685188462219076,0.24128472836666076,-0.0004332481414902876,-0.0038921323324993037,0.0,0.5806936825340647,0.20049548752433197,-0.0006708292435645387,-0.004102686785056592,-0.00010187422193206602,-0.004423498167242912,-0.017341518341088782,-0.00034473210872096316,0.0,0.0,0.0,0.1965138913466643
all,5S_rRNA,0.09090909090909091,0.0,11302,0.041292041292041226,0.0,0.13687223523289094,0.7232348256945673,0.06724473544505397,0.00041211467278094976,-0.00015735287506181644,0.002043830042264904,0.29968147230578657,0.009024951336046718,0.00034470427357087964,0.00011391926022071555,0.0010807526431144715,0.15936143772282085,0.06625529032567276,0.25956387352912696,-0.14285714285714285,-0.34615384615384615,-0.027777777777777776,0.0069014333746239605
all,5S_rRNA,0.09090909090909091,1.0,11302,0.0,-0.010954616588419341,0.010094637907137882,0.33224208104760217,0.3387011148469298,-1.4242985329725177e-05,-0.003003479967036815,0.0,0.5007963192355336,0.3091488232171297,-0.0004765568362332105,-0.0034656725012365804,0.0,-0.001258960965132755,-0.007413362011351177,0.0,0.0,0.0,0.0,0.30817554415147763
all,5S_rRNA,0.23076923076923075,0.0,11302,0.0425287356321839,0.0,0.1379427314836476,0.7327906565209698,0.0632631392673863,0.0005718416879954898,-0.00012498264129981928,0.002688285364683506,0.28446292691559016,0.007786232525216776,0.0005090694278229171,0.0001488454020435672,0.001940902610930234,0.16354251911282186,0.06672270149519684,0.2683426393209321,-0.14285714285714285,-0.3474080267558528,-0.027777777777777776,0.006193594054149708
all,5S_rRNA,0.23076923076923075,1.0,11302,0.0,-0.005506806626209622,0.003805175038051778,0.2678287028844452,0.4530171651035215,0.0,-0.001928260953683043,0.0,0.41382056273225976,0.43302070430012385,-0.0002257171130305275,-0.002454567054024028,0.0,-0.00016506952510275674,-0.0025652917869630337,0.0,0.0,0.0,0.0,0.4324013448947089
all,5S_rRNA,0.5,0.0,11302,0.04337899543378987,0.0,0.13749999999999996,0.744204565563617,0.05591930631746594,0.0008127341566396415,-5.286075815542381e-05,0.003605009609059602,0.26269686781100693,0.007520792780038931,0.0007412870582997183,0.00018292688441518473,0.0030581835689920036,0.16354251911282186,0.06764427716799282,0.2743517678420887,-0.14285714285714285,-0.3474080267558528,-0.027777777777777776,0.0059281543089718634
all,5S_rRNA,0.5,1.0,11302,0.0,0.0,0.0,0.17297823394089543,0.6420102636701469,0.0,-0.00029418797756106173,0.0,0.27490709608918773,0.6286497964961953,0.0,-0.0009705566462220492,0.0,0.0,-0.0003382167504048274,0.0,0.0,0.0,0.0,0.628207396920899
all,5S_rRNA,0.75,0.0,11302,0.042789663795498756,0.0,0.14084507042253513,0.7463280835250398,0.055299946912050965,0.0008566770909574821,-5.115681190296848e-05,0.004443244418452697,0.2621659883206512,0.0074323128649796495,0.0008795953925801831,0.00021861152060221537,0.003944038722969126,0.16365866791697062,0.06764427716799282,0.2761402417867437,-0.14285714285714285,-0.34615384615384615,-0.027777777777777776,0.005839674393912582
all,5S_rRNA,0.75,1.0,11302,0.0,0.0,0.0,0.096797027074854,0.7980888338347195,0.0,0.0,0.0,0.16262608387895947,0.7933109184215184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7931339585913998
all,5S_rRNA,0.9090909090909091,0.0,11302,0.04296455438006025,0.0,0.14072494669509594,0.7473898425057512,0.05335338878074677,0.000918455672950489,-1.891629418192599e-05,0.004877939126916334,0.25331799681472306,0.007697752610157494,0.000920154907676,0.00021861152060221537,0.004562159564272375,0.163732783733246,0.06764427716799282,0.2764149223786765,-0.14285714285714285,-0.34615384615384615,-0.027777777777777776,0.005839674393912582
all,5S_rRNA,0.9090909090909091,1.0,11302,0.0,0.0,0.0,0.04972571226331623,0.9034684126703239,0.0,0.0,0.0,0.07927800389311626,0.9020527340293754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9015218545390197
all,5S_rRNA,1.0,0.0,11302,0.042788129744651404,0.0,0.14011379800853485,0.7446469651389135,0.05229162980003539,0.0009514936467976292,0.0,0.005123497132144941,0.24562024420456557,0.007520792780038931,0.0009534343107311725,0.00021861152060221537,0.004932840664971212,0.163732783733246,0.06764427716799282,0.2764517097818878,-0.14285714285714285,-0.34615384615384615,-0.027777777777777776,0.005839674393912582
all,5S_rRNA,1.0,1.0,11302,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
all,RNaseP,0.0,0.0,36,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
all,RNaseP,0.0,1.0,36,-0.08426772671106472,-0.20001790189760113,-0.009947632309818266,0.1111111111111111,0.0,1.025894079513881e-05,-0.004059343108003743,0.0020465068759480164,0.4444444444444444,0.0,-0.0015299959424157454,-0.005888931957213307,-0.0003269800729857017,-0.18747983183084405,-0.29297130568716645,-0.08804077750771341,0.2053508150248051,0.04383659818442427,0.45372596153846156,0.0
all,RNaseP,9.999000099990002e-05,0.0,36,0.014744944977503088,0.0,0.054178908627711464,0.6111111111111112,0.3611111111111111,9.745993755382043e-06,-3.117953686101018e-05,4.4544211651101795e-05,0.4444444444444444,0.027777777777777776,1.4141297046380724e-06,7.410595361492635e-07,4.166257240451534e-06,0.05962681982064422,0.034696640760676106,0.11753083906318836,-0.058367071524966285,-0.13239723600283484,-0.03260869565217391,0.027777777777777776
all,RNaseP,9.999000099990002e-05,1.0,36,-0.03512043512043511,-0.17869005312389047,-0.00761805826083195,0.1388888888888889,0.0,-4.616523357814373e-06,-0.004083095682407923,0.0021876252961702466,0.5277777777777778,0.0,-0.0015253457797832627,-0.005885384960495936,-0.00032155817447538564,-0.09741766190017025,-0.16311489494392722,-0.04545355906016213,0.0784313725490196,0.016598360655737707,0.2584292763157895,0.0
all,RNaseP,0.0002999100269919024,0.0,36,0.023225363466005122,0.0,0.07409547152194208,0.6944444444444444,0.2222222222222222,-4.199867991445082e-06,-5.887226279008978e-05,0.0001102896013130566,0.5,0.0,8.622048784830537e-06,2.9473547963998595e-06,1.293502073266898e-05,0.10949854964044389,0.057617549772550486,0.18284091944783928,-0.13314536340852134,-0.20708897783251232,-0.04383659818442427,0.0
all,RNaseP,0.0002999100269919024,1.0,36,-0.02965508032376024,-0.14330572360336513,-0.00761805826083195,0.1111111111111111,0.027777777777777776,-1.0214527099548397e-05,-0.004015368582210359,0.002195975539263095,0.5,0.0,-0.001521884222926568,-0.0058784810656909966,-0.000308458376408706,-0.050534729736480294,-0.12856894974456629,-0.03365823288808005,0.02877846790890269,0.012701804368471036,0.16464646464646465,0.0
all,RNaseP,0.0009990009990009992,0.0,36,0.047668997668997654,0.0,0.08946619265555195,0.7222222222222222,0.16666666666666666,2.473079949575404e-05,-0.00010161687301370485,0.00025317548856776135,0.4722222222222222,0.0,2.1467638053563705e-05,1.0866729674165213e-05,2.738608592060943e-05,0.12818201727791778,0.06429027069785698,0.21989859250595953,-0.1732429718875502,-0.2926438962681847,-0.04383659818442427,0.0
all,RNaseP,0.0009990009990009992,1.0,36,-0.023419515784561834,-0.11183095083522818,-0.0038612654111908895,0.19444444444444445,0.05555555555555555,-2.3595563828821692e-05,-0.00428995143367412,0.002218108347395126,0.5,0.027777777777777776,-0.0015117578262913737,-0.005866647350355513,-0.00030167966857778966,-0.0352982133347914,-0.07226668924642295,-0.010376783041370588,0.012347560975609757,0.0,0.07799389778794813,0.027777777777777776
all,RNaseP,0.0029910269192422734,0.0,36,0.062479958670324576,0.007575757575757583,0.11266045548654252,0.75,0.027777777777777776,0.00011438718986580589,-0.00018197728009735964,0.0003616276630286769,0.4166666666666667,0.0,3.2424939102124826e-05,1.8519669983652992e-05,8.409702533312994e-05,0.15106447960370056,0.06868841560303036,0.2504938741495332,-0.18636025583816748,-0.3886872353297036,-0.04383659818442427,0.0
all,RNaseP,0.0029910269192422734,1.0,36,-0.013402179121782265,-0.06802721088435373,-0.001161440185830448,0.16666666666666666,0.08333333333333333,0.00043556271743053557,-0.0044050255971591415,0.0023592462245576287,0.3888888888888889,0.027777777777777776,-0.0014417520513718702,-0.005853536456864554,-0.0002869344525362813,-0.021560159431802284,-0.050197862545324656,-0.007818900119925254,0.0,0.0,0.033424908424908424,0.027777777777777776
all,RNaseP,0.009900990099009901,0.0,36,0.0444996610774509,0.0027213352685050984,0.14854172597602755,0.75,0.1111111111111111,3.919876216311891e-05,-0.0002986057395659979,0.00044323708549235384,0.4444444444444444,0.0,8.1083410050225e-05,5.025233306559875e-05,0.00017920398301446698,0.16413780425195967,0.07627587813603272,0.26589747376468204,-0.2053508150248051,-0.4378109325521835,-0.04383659818442427,0.0
all,RNaseP,0.009900990099009901,1.0,36,-0.012255827833294541,-0.04488196330642519,-0.005748618712389977,0.16666666666666666,0.05555555555555555,0.0003125373536493961,-0.0034880185844402807,0.00232324784027771,0.3888888888888889,0.027777777777777776,-0.00135039722138767,-0.005723910425080348,-0.00025767760803233525,-0.012762431487225778,-0.02630304116246035,-0.0023094111251844573,0.0,0.0,0.002976190476190476,0.027777777777777776
all,RNaseP,0.029126213592233007,0.0,36,0.08065206992203336,0.003347765162829086,0.1523809523809524,0.7777777777777778,0.1388888888888889,0.00020204580005440563,-0.0007106864521403062,0.0006610270622426433,0.4444444444444444,0.0,0.00016886889970155186,6.0967699871475214e-05,0.00032349069238700006,0.17239186965002656,0.07972271338831641,0.27163652837557944,-0.2053508150248051,-0.45372596153846156,-0.04383659818442427,0.0
all,RNaseP,0.029126213592233007,1.0,36,-0.010245883900151631,-0.03809523809523807,-0.005106476139160238,0.1111111111111111,0.08333333333333333,0.0003125373536493961,-0.003250037202920133,0.0020249059739175725,0.3888888888888889,0.027777777777777776,-0.0012494864983931416,-0.005521821012812378,-0.0002218855166570656,-0.00827981477100545,-0.015500886472332588,-0.0008441528023706568,0.0,0.0,0.0,0.027777777777777776
all,RNaseP,0.09090909090909091,0.0,36,0.08234601071082251,0.00761805826083195,0.17575757575757575,0.8333333333333334,0.027777777777777776,-1.025894079513881e-05,-0.0011972536714318384,0.00037629084748364103,0.5277777777777778,0.0,0.0004520643507668577,0.00011154051434284865,0.0007688323075546377,0.18351950935059658,0.0870831450583208,0.2825687767487731,-0.2053508150248051,-0.45372596153846156,-0.04383659818442427,0.0
all,RNaseP,0.09090909090909091,1.0,36,-0.011775762936753642,-0.03467127918871943,0.0,0.1111111111111111,0.25,0.0,-0.003384469864823038,0.0015286658472863025,0.3611111111111111,0.2222222222222222,-0.0010478654439348553,-0.004871683085641778,-0.00012996643494420492,-0.0013250821618134567,-0.009099977099765823,-0.0005250764414719278,0.0,0.0,0.0,0.2222222222222222
all,RNaseP,0.23076923076923075,0.0,36,0.09043961359985572,0.00761805826083195,0.17859327217125384,0.8611111111111112,0.027777777777777776,-0.00026798455022523037,-0.0011046339852201696,0.0001420987341150925,0.6666666666666666,0.0,0.000727155713658517,0.000152494020093667,0.0013391442202960336,0.18453090363404856,0.08744356753362689,0.28939935485827556,-0.2053508150248051,-0.45372596153846156,-0.04383659818442427,0.0
all,RNaseP,0.23076923076923075,1.0,36,-0.005201029906912291,-0.022780631283496194,0.0,0.08333333333333333,0.3055555555555556,0.0,-0.003596262909459231,0.0004369606418041088,0.3888888888888889,0.3055555555555556,-0.0007600971624931564,-0.0039833247266670025,0.0,-0.0012486429496385842,-0.005452829984736826,0.0,0.0,0.0,0.0,0.3055555555555556
all,RNaseP,0.5,0.0,36,0.0907167901644457,0.009947632309818266,0.19661654135338344,0.8888888888888888,0.0,-0.00011276657352629984,-0.0020465068759480164,0.003216558644571143,0.5833333333333334,0.0,0.0011493055843519553,0.0002954705856787551,0.003497613972176845,0.18682307569497436,0.08804077750771341,0.291911912851275,-0.2053508150248051,-0.45372596153846156,-0.04383659818442427,0.0
all,RNaseP,0.5,1.0,36,0.0,-0.007614424605404679,0.0,0.027777777777777776,0.5833333333333334,0.0,-0.0006432658281280358,0.0,0.2777777777777778,0.5833333333333334,0.0,-0.0015734802387715064,0.0,0.0,-0.0007135346893241135,0.0,0.0,0.0,0.0,0.5833333333333334
all,RNaseP,0.75,0.0,36,0.08014631206333431,0.009947632309818266,0.19828320802005012,0.8888888888888888,0.0,-0.00011276657352629984,-0.0020465068759480164,0.003216558644571143,0.5833333333333334,0.0,0.0015299959424157454,0.0003055362749285716,0.004829259489952015,0.1872837078618565,0.08804077750771341,0.29297130568716645,-0.2053508150248051,-0.45372596153846156,-0.04383659818442427,0.0
all,RNaseP,0.75,1.0,36,0.0,-0.001196172248803834,0.0,0.027777777777777776,0.7222222222222222,0.0,0.0,0.0,0.19444444444444445,0.7222222222222222,0.0,-0.0005839817724733942,0.0,0.0,-1.3154596613329517e-05,0.0,0.0,0.0,0.0,0.7222222222222222
all,RNaseP,0.9090909090909091,0.0,36,0.08219164097433487,0.009947632309818266,0.19914179387863598,0.8888888888888888,0.0,-1.025894079513881e-05,-0.0020465068759480164,0.0033671441276110392,0.5555555555555556,0.0,0.0015299959424157454,0.0003269800729857017,0.005459497286109791,0.18743480413656538,0.08804077750771341,0.29297130568716645,-0.2053508150248051,-0.45372596153846156,-0.04383659818442427,0.0
all,RNaseP,0.9090909090909091,1.0,36,0.0,-0.0005602240896358524,0.0,0.027777777777777776,0.7222222222222222,0.0,0.0,0.0,0.19444444444444445,0.7222222222222222,0.0,-0.0004117315229305305,0.0,0.0,-1.3154596613329517e-05,0.0,0.0,0.0,0.0,0.7222222222222222
all,RNaseP,1.0,0.0,36,0.08426772671106472,0.009947632309818266,0.20001790189760113,0.8888888888888888,0.0,-1.025894079513881e-05,-0.0020465068759480164,0.004059343108003743,0.5555555555555556,0.0,0.0015299959424157454,0.0003269800729857017,0.005888931957213307,0.18747983183084405,0.08804077750771341,0.29297130568716645,-0.2053508150248051,-0.45372596153846156,-0.04383659818442427,0.0
all,RNaseP,1.0,1.0,36,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
all,SRP,0.0,0.0,407,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
all,SRP,0.0,1.0,407,-0.03636363636363635,-0.09366691775965968,-0.003607503607503601,0.09090909090909091,0.12285012285012285,-0.000517609032344953,-0.003670129178923766,0.000452321574429244,0.6363636363636364,0.0343980343980344,-0.0006670092087504265,-0.0022314338336098132,-0.00014693966913460716,-0.13633556985006084,-0.2569051030478301,-0.07252700994999758,0.1,0.03260869565217391,0.27472527472527475,0.0343980343980344
all,SRP,9.999000099990002e-05,0.0,407,0.011049723756906049,0.0,0.04225561672370186,0.5823095823095823,0.3538083538083538,0.0,-1.4935271221509673e-05,2.3320239986716548e-05,0.33415233415233414,0.21375921375921375,1.2943531251266381e-06,2.373223252665416e-07,2.9521329685045676e-06,0.05094476338612541,0.016677882109172204,0.08946453879976485,-0.03529411764705881,-0.07525252525252524,0.0,0.20147420147420148
all,SRP,9.999000099990002e-05,1.0,407,-0.015997538840178405,-0.0496580027359782,0.0,0.15724815724815724,0.1597051597051597,-0.0005871968142181962,-0.0034964600607849867,0.00048379218927984877,0.628992628992629,0.03931203931203931,-0.0006582773951109077,-0.00222519959205454,-0.00014373453246099816,-0.06810878711832491,-0.18277069990737252,-0.024717944155578986,0.047619047619047616,0.0,0.19782608695652176,0.03931203931203931
all,SRP,0.0002999100269919024,0.0,407,0.02079904234625163,0.0,0.06153846153846154,0.6437346437346437,0.28501228501228504,0.0,-3.970108294867468e-05,6.767426122264832e-05,0.4152334152334152,0.13022113022113022,4.723081469939829e-06,1.646236841618045e-06,1.0570581076969323e-05,0.07226799946197221,0.03393279529335727,0.11995401233444017,-0.056818181818181816,-0.12407407407407407,-0.019380365067696602,0.12285012285012285
all,SRP,0.0002999100269919024,1.0,407,-0.007550644567219211,-0.033801814623732426,0.0,0.20638820638820637,0.14742014742014742,-0.0005431976835536801,-0.0035524899725583718,0.0004727192253890148,0.6191646191646192,0.03931203931203931,-0.0006377234790051388,-0.0021936543756168533,-0.00013721208038071456,-0.03745656238140771,-0.1307303603078656,-0.013947339861100028,0.012987012987012988,0.0,0.14084507042253522,0.03931203931203931
all,SRP,0.0009990009990009992,0.0,407,0.027432216905901113,0.0,0.08652785123373358,0.7051597051597052,0.19901719901719903,3.260064759252543e-05,-3.266936733434256e-05,0.00026173301128418127,0.3464373464373464,0.08845208845208845,1.5930085626860747e-05,5.038754843857622e-06,4.0097764469493363e-05,0.09402451731993905,0.05211757131985231,0.17179337857451174,-0.07216494845360824,-0.1999732691793638,-0.022727272727272728,0.08845208845208845
all,SRP,0.0009990009990009992,1.0,407,-0.002768549280177224,-0.018565167088169243,0.0022223430404064576,0.28255528255528256,0.16953316953316952,-0.000516614062234774,-0.003276519913850598,0.00050508246061472,0.6191646191646192,0.05896805896805897,-0.0006332684176712023,-0.0021631663352723735,-0.0001280038591321907,-0.01751674047708468,-0.06088239841772171,-0.005882949785791569,0.0,0.0,0.040270270270270275,0.05896805896805897
all,SRP,0.0029910269192422734,0.0,407,0.028455284552845517,0.0,0.09230769230769231,0.714987714987715,0.171990171990172,5.098854032556388e-05,-4.596011697737684e-05,0.0003976144823669035,0.343980343980344,0.0687960687960688,2.9896337266919294e-05,9.973385128729518e-06,9.451941622876418e-05,0.11204271562310555,0.05650751755782335,0.2188618038817775,-0.08823529411764706,-0.24665655735978603,-0.029557367501456027,0.0687960687960688
all,SRP,0.0029910269192422734,1.0,407,-0.0025601638504865187,-0.013607594936708933,0.0032313980684212373,0.29238329238329236,0.17936117936117937,-0.0004905373524267333,-0.0033119073645705164,0.0005050318762167228,0.5995085995085995,0.0687960687960688,-0.0006008326810214514,-0.002136898822281297,-0.00012082206156972782,-0.011580187320756441,-0.02993156322461689,-0.0033013920899271354,0.0,0.0,0.0,0.0687960687960688
all,SRP,0.009900990099009901,0.0,407,0.03045685279187821,0.0,0.09230769230769231,0.6977886977886978,0.1547911547911548,0.00010774838393363202,-7.123812650494145e-05,0.0005499518151633738,0.3538083538083538,0.056511056511056514,6.106860207182805e-05,1.8505178242994163e-05,0.0001721082691315689,0.12048992957726834,0.06399551435569556,0.22735058361735636,-0.09411764705882353,-0.2682055100521221,-0.0324260752688172,0.056511056511056514
all,SRP,0.009900990099009901,1.0,407,-0.0006849315068493123,-0.011695906432748537,0.001793083837147491,0.27764127764127766,0.21867321867321868,-0.0004885328550384435,-0.002917994700059626,0.00029050377886627216,0.5724815724815725,0.11056511056511056,-0.0005796930859440244,-0.002124182031465257,-9.29899031570492e-05,-0.0055700985425739535,-0.01721834572659657,-0.0014200643774369137,0.0,0.0,0.0,0.11056511056511056
all,SRP,0.029126213592233007,0.0,407,0.03181818181818183,0.0,0.09054135540491232,0.7125307125307125,0.14496314496314497,0.00011542074036580965,-0.00012435407345866035,0.0006890796519126538,0.37346437346437344,0.05405405405405406,0.00011221415215432841,2.8933687034674678e-05,0.0003047266375806096,0.12877098110960708,0.06787625268904734,0.23684902515281736,-0.1,-0.27472527472527475,-0.03260869565217391,0.05405405405405406
all,SRP,0.029126213592233007,1.0,407,0.0,-0.01023643601504537,0.0036206942315678003,0.29975429975429974,0.24078624078624078,-0.00017122728763669433,-0.0028390143196274976,0.0001583569891844697,0.5601965601965602,0.14987714987714987,-0.0005298033635921674,-0.0019745097692262024,-6.428487212893603e-05,-0.002938967944637161,-0.009460485069819419,-0.0004443289386150129,0.0,0.0,0.0,0.14987714987714987
all,SRP,0.09090909090909091,0.0,407,0.03181818181818183,0.0,0.09330525993863653,0.7174447174447175,0.14742014742014742,0.00015252415170740946,-0.00041626317651130085,0.0013298559476457143,0.36609336609336607,0.04668304668304668,0.00020543439234530593,5.084074686534677e-05,0.0006657580850259566,0.13561803934654254,0.06904228887929098,0.24886342248468518,-0.1,-0.27472527472527475,-0.03260869565217391,0.04668304668304668
all,SRP,0.09090909090909091,1.0,407,0.0,-0.0067423460612314745,0.0,0.2334152334152334,0.36855036855036855,0.0,-0.0024755548090755735,4.522104044569846e-05,0.44717444717444715,0.2972972972972973,-0.0003643406901706024,-0.001822439188533493,0.0,-0.0009765500205173305,-0.004763920385550291,0.0,0.0,0.0,0.0,0.2972972972972973
all,SRP,0.23076923076923075,0.0,407,0.03181818181818183,0.0,0.09486050738813029,0.7272727272727273,0.1547911547911548,0.00025680534155110416,-0.0004154343950428952,0.0019073036464369916,0.35872235872235875,0.04176904176904177,0.00033169803920253267,8.549255293969588e-05,0.001067730730146114,0.13603142626808168,0.07252700994999758,0.25361051479571756,-0.1,-0.27472527472527475,-0.03260869565217391,0.04176904176904177
all,SRP,0.23076923076923075,1.0,407,0.0,-0.004077893595098206,0.0,0.19656019656019655,0.4594594594594595,0.0,-0.001451497460977962,0.0,0.3832923832923833,0.40786240786240785,-0.00014681859866017306,-0.0012855981373059407,0.0,-0.00016629710836968403,-0.0016211801873804443,0.0,0.0,0.0,0.0,0.40786240786240785
all,SRP,0.5,0.0,407,0.03463203463203457,0.0,0.09361516376989759,0.7444717444717445,0.14987714987714987,0.00035208788113513106,-0.00043302311115771936,0.0029206447761848217,0.3538083538083538,0.036855036855036855,0.000447097164612825,0.00012316397475153583,0.001992029549920123,0.13631051330567473,0.07252700994999758,0.2569051030478301,-0.1,-0.27472527472527475,-0.03260869565217391,0.036855036855036855
all,SRP,0.5,1.0,407,0.0,0.0,0.0,0.12285012285012285,0.6707616707616708,0.0,-0.00014936775173887652,0.0,0.2702702702702703,0.6314496314496314,0.0,-0.0005209501857895856,0.0,0.0,-0.0002439878622639835,0.0,0.0,0.0,0.0,0.6314496314496314
all,SRP,0.75,0.0,407,0.033333333333333326,0.0030007980845969673,0.09366691775965968,0.7837837837837838,0.12285012285012285,0.00042553230472693564,-0.000511964900689212,0.003447874199184624,0.35626535626535627,0.0343980343980344,0.0005336399550790082,0.00013683447736000283,0.0021766161578903372,0.13633556985006084,0.07252700994999758,0.2569051030478301,-0.1,-0.27472527472527475,-0.03260869565217391,0.0343980343980344
all,SRP,0.75,1.0,407,0.0,0.0,0.0,0.0687960687960688,0.8353808353808354,0.0,0.0,0.0,0.14987714987714987,0.8132678132678133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8132678132678133
all,SRP,0.9090909090909091,0.0,407,0.03636363636363635,0.003607503607503601,0.09366691775965968,0.7862407862407862,0.12285012285012285,0.00048132263727472725,-0.0004615334387855653,0.003447874199184624,0.33415233415233414,0.0343980343980344,0.0006429614548602537,0.00014693966913460716,0.0022314338336098132,0.13633556985006084,0.07252700994999758,0.2569051030478301,-0.1,-0.27472527472527475,-0.03260869565217391,0.0343980343980344
all,SRP,0.9090909090909091,1.0,407,0.0,0.0,0.0,0.0343980343980344,0.914004914004914,0.0,0.0,0.0,0.08108108108108109,0.8968058968058968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8968058968058968
all,SRP,1.0,0.0,407,0.03636363636363635,0.003607503607503601,0.09366691775965968,0.7862407862407862,0.12285012285012285,0.000517609032344953,-0.000452321574429244,0.003670129178923766,0.32923832923832924,0.0343980343980344,0.0006670092087504265,0.00014693966913460716,0.0022314338336098132,0.13633556985006084,0.07252700994999758,0.2569051030478301,-0.1,-0.27472527472527475,-0.03260869565217391,0.0343980343980344
all,SRP,1.0,1.0,407,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
all,group_I_intron,0.0,0.0,83,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
all,group_I_intron,0.0,1.0,83,-0.11388888888888882,-0.1833421310522188,-0.07597623089983019,0.0,0.0,-0.0004066341725116518,-0.003929162616077769,0.0004324082427826437,0.6746987951807228,0.0,-0.0006575483705418696,-0.0030450684775665923,-0.0002632309649154173,-0.184994225079132,-0.24034493737378915,-0.1140999174244669,0.18571428571428572,0.09026870007262164,0.2844606164383562,0.0
all,group_I_intron,9.999000099990002e-05,0.0,83,0.04729404979332885,0.028568123987971317,0.09275368317431704,0.9518072289156626,0.024096385542168676,1.9096559147251634e-05,-1.5944419673322185e-05,5.1210300586174975e-05,0.3614457831325301,0.060240963855421686,2.015874306829114e-06,1.1754069387195818e-06,3.427970333213142e-06,0.08110285000282119,0.05976431298468736,0.11949847524617518,-0.07296849087893864,-0.12655295646523718,-0.03981544771018455,0.024096385542168676
all,group_I_intron,9.999000099990002e-05,1.0,83,-0.044009458749343144,-0.1056009358271055,-0.02332176220729537,0.060240963855421686,0.012048192771084338,-0.0003554238719254768,-0.0039760951755200375,0.00043682828139800125,0.6506024096385542,0.0,-0.0006492727508344622,-0.0030384659150140677,-0.0002567167164027616,-0.08102364662371708,-0.12557254848137953,-0.037655089812755504,0.058823529411764705,0.025974025974025976,0.14925373134328357,0.0
all,group_I_intron,0.0002999100269919024,0.0,83,0.06483075157773954,0.03515301902398682,0.10752266460543086,0.9518072289156626,0.03614457831325301,2.0404933640888576e-05,-3.9402505876495546e-05,6.870275070310983e-05,0.37349397590361444,0.0,5.823806859498097e-06,3.1836765319959094e-06,9.214011292520803e-06,0.11201767215961789,0.07733698215096502,0.15337398044402037,-0.127832473824035,-0.15739961162846736,-0.053428257375625794,0.0
all,group_I_intron,0.0002999100269919024,1.0,83,-0.038995880042157705,-0.06805648734466341,-0.01699591894155439,0.08433734939759036,0.0,-0.0003414020039078337,-0.003970482238638068,0.00035736762121228304,0.6385542168674698,0.0,-0.0006393858615290123,-0.0030237923198302335,-0.0002527855887544681,-0.052353679897512384,-0.08630741438732296,-0.031212674856349376,0.04819277108433735,0.012987012987012988,0.09090909090909091,0.0
all,group_I_intron,0.0009990009990009992,0.0,83,0.08425249169435217,0.048183985518145706,0.11967288728858005,0.9879518072289156,0.0,4.86975831389488e-05,-2.2580864377609762e-05,0.00010546883335009862,0.3132530120481928,0.0,1.6357355303943974e-05,1.0334341508518103e-05,2.534947291712632e-05,0.12997444672988123,0.09244873560591588,0.17752522284449096,-0.14285714285714285,-0.19666693459796908,-0.0716963651281568,0.0
all,group_I_intron,0.0009990009990009992,1.0,83,-0.022727272727272707,-0.04940258334638775,-0.01037143985545208,0.13253012048192772,0.024096385542168676,-0.00030116533916155317,-0.003917987462210979,0.0004928716314032163,0.6265060240963856,0.0,-0.0006336443547184849,-0.0030005601217697455,-0.0002451639457851909,-0.028332136046510137,-0.049095468928410727,-0.0194459324700077,0.01818181818181818,0.01162947937795808,0.05676328502415459,0.0
